nom de l'entreprise,URL,Note,Nombre d'avis,nom des catérogies
Cocorico,https://fr.trustpilot.com/review/www.cocorico.store,4.5,7034,"['Service e-commerce', 'Magasin de vêtements', 'Magasin de sous-vêtements', 'Fabricant de produits en tissu']"
COLIBACK,https://fr.trustpilot.com/review/coliback.com,4.5,6405,['Coursier']
Onedirect,https://fr.trustpilot.com/review/www.onedirect.fr,4.5,5629,"[""Fournisseur d'équipements de télécommunications"", 'Entreprise de télécommunications', 'Grossiste en accessoires électroniques', ""Fournisseur d'équipements de visioconférence""]"
MB Tech,https://fr.trustpilot.com/review/www.mbtech.fr,4.5,5286,"[""Magasin d'encadrement"", ""Fournisseur d'équipement d'impression"", ""Magasin d'électronique"", 'Magasin de matériel de photographie']"
Clic and Fit,https://fr.trustpilot.com/review/www.clicandfit.com,4.5,3301,"['Service e-commerce', 'Magasin de vêtements pour femmes']"
Les petits Chaperons Rouges,https://fr.trustpilot.com/review/lpcr.fr,4.5,2653,"['Crèche', ""Service de garde d'enfants"", 'Services aux entreprises']"
Smiirl,https://fr.trustpilot.com/review/smiirl.com,4.5,2333,"[""Magasin d'articles promotionnels"", 'Agence de communication pour les réseaux sociaux']"
Clinique De Données,https://fr.trustpilot.com/review/clinique-de-donnees.fr,4.5,1808,['Service de récupération de données']
Digidom,https://fr.trustpilot.com/review/digidom.pro,4.5,991,"['Service de location de boîtes aux lettres', 'Siège social', 'Services aux entreprises', 'Services juridiques', 'Centre de formation', 'Fournisseur de services parajuridiques']"
Cartouchepaschere.com,https://fr.trustpilot.com/review/www.cartouchepaschere.com,4.5,973,"[""Fournisseur de cartouches d'encre""]"
Editions Legimedia - Convention.fr,https://fr.trustpilot.com/review/convention.fr,4.5,848,['Papeterie']
Name Badges International,https://fr.trustpilot.com/review/namebadgesinternational.fr,4.5,823,"[""Magasin d'articles promotionnels""]"
MonLivreSMS,https://fr.trustpilot.com/review/monlivresms.com,4.5,708,"[""Service d'impression de photos"", ""Service d'impression numérique"", 'Éditeur de livre multimédia et électronique']"
CoffreFortPRO.com,https://fr.trustpilot.com/review/www.coffrefortpro.com,4.5,684,['Magasin de meubles de bureau']
OuiHeberg,https://fr.trustpilot.com/review/www.ouiheberg.com,4.5,552,"['Service de stockage en nuage (cloud storage)', 'Fournisseur de service de jeux', ""Service d'hébergement de sites web""]"
Rivalis,https://fr.trustpilot.com/review/rivalis.fr,4.5,527,"['Consultant', 'Conseiller en gestion des affaires', 'Services aux entreprises', 'Conseil']"
NEOVIA Expertise Retraite,https://fr.trustpilot.com/review/neoviaretraite.fr,4.5,522,"['Conseiller en gestion des affaires', 'Consultant en pension de retraite']"
Eminza,https://fr.trustpilot.com/review/eminza.ch,4.5,481,"[""Magasin d'ameublement et de décoration"", 'Magasin de meubles pour enfants', 'Magasin de décorations de Noël', ""Magasin d'ameublement d'extérieur"", 'Service e-commerce', 'Magasin de linge de maison']"
rainette,https://fr.trustpilot.com/review/rainette-shop.com,4.5,332,"[""Magasin d'accessoires de vélo"", 'Porte-vélos', 'Siège social']"
Hosterfy,https://fr.trustpilot.com/review/hosterfy.com,4.5,311,"['Plateforme de collaboration en ligne', 'Service de cloud computing', ""Service d'hébergement de sites web"", 'Fournisseur de service de jeux', 'Service de stockage en nuage (cloud storage)']"
Conduit-isole.fr,https://fr.trustpilot.com/review/conduit-isole.fr,4.5,289,"['Entreprise de conception industrielle', 'Fabricant de cheminée', 'Service e-commerce', 'Fournisseur de canalisations']"
Prium - Portage salarial,https://fr.trustpilot.com/review/prium-portage.com,4.5,286,"['Conseil', 'Services juridiques', 'Service de comptabilité', 'Consultant', 'Service de recrutement', 'Assistance et services informatiques']"
YOÔ,https://fr.trustpilot.com/review/www.yoo.paris,4.5,266,"['Service de marketing affilié', 'Agence de marketing en ligne', 'Service de marketing Internet', 'Plateforme de collaboration en ligne']"
Monsieur Peinture,https://fr.trustpilot.com/review/monsieurpeinture.com,4.5,226,"['Travaux en hauteur', 'Service de rénovation de bureaux', 'Travaux généraux']"
L-Expert-Comptable.com,https://fr.trustpilot.com/review/www.l-expert-comptable.com,4.5,212,"['Comptable agréé', 'Service de comptabilité', ""Cabinet d'expertise comptable"", 'Comptable', 'Expert-comptable']"
Cadres en Mission,https://fr.trustpilot.com/review/www.cadresenmission.com,4.5,178,"['Services aux entreprises', 'Agence de consultants commerciaux et informatiques', 'Service de recrutement', 'Consultant', 'Agence de talents', 'Centre de coaching']"
IMPRIMERIE DIJON LEONARD,https://fr.trustpilot.com/review/imprimerie-dijon.com,4.5,152,"[""Service d'impression numérique"", 'Imprimeur numérique']"
Starify,https://fr.trustpilot.com/review/starify.me,4.5,151,"[""Imprimeur d'étiquettes personnalisées"", 'Establishement POI', 'Services aux entreprises']"
CEGELEM - LE PORTAGE SALARIAL,https://fr.trustpilot.com/review/cegelem.fr,4.5,137,"['Conseiller en gestion des affaires', 'Service informatique', 'Service de recrutement', 'Entreprise BPO']"
Flytex,https://fr.trustpilot.com/review/flytex.fr,4.5,131,"['Grossiste en accessoires de sport', 'Boutique de santé et beauté', 'Conseiller santé', ""Magasin d'articles de sports"", ""Magasin d'équipements sportifs d'extérieur"", ""Vente d'équipement de fitness en gros""]"
electro-pieces-occase.fr,https://fr.trustpilot.com/review/electro-pieces-occase.fr,4.5,130,"[""Vente d'électroménager en gros"", 'Magasin de pièces et de composants électroniques détachés']"
Velo Store,https://fr.trustpilot.com/review/velo-store-de.de,4.5,113,['Service e-commerce']
CRESH,https://fr.trustpilot.com/review/cresh.eu,4.5,106,"['Service de paiement', 'Grand magasin', 'Service de finances alternatives', 'Fournisseur de logiciels', 'Fournisseur de solution e-commerce', 'Service e-commerce']"
Chariot-de-courses.com,https://fr.trustpilot.com/review/chariot-de-courses.com,4.5,104,"[""Magasin d'accessoires de vélo"", 'Magasin de fournitures de bureau', 'Magasin de sacs et bagages', 'Service e-commerce']"
Beaurain Distribution,https://fr.trustpilot.com/review/beaurain-distribution.fr,4.5,92,"['Serrurier', 'Service e-commerce', 'Fournisseur de systèmes de sécurité', 'Quincaillerie']"
Octopusprint,https://fr.trustpilot.com/review/octopusprint.fr,4.5,79,['Imprimeur numérique']
CVDesignR,https://fr.trustpilot.com/review/cvdesignr.com,4.5,78,"['Système de suivi des candidatures', 'Service de rédaction de CV', ""Service de recherche d'emploi"", 'Service de recrutement', ""Consultant pour l'emploi""]"
Boxingdays,https://fr.trustpilot.com/review/boxingdays.fr,4.5,72,"[""Magasin d'articles de football"", ""Boutique d'articles de mode"", 'Service e-commerce']"
propulsebyca.fr,https://fr.trustpilot.com/review/propulsebyca.fr,4.5,60,"['Services aux entreprises', 'Banque', 'Institution financière', 'Fournisseur de logiciels', 'Service de paiement', 'Banque du secteur privé']"
Montessori Jeux Éducation,https://fr.trustpilot.com/review/montessorijeuxeducation.com,4.5,58,['Service e-commerce']
MAISON DU COUSSIN,https://fr.trustpilot.com/review/maisonducoussin.fr,4.5,47,"['Tapissier décorateur', ""Artisanat d'art"", 'Magasin de meubles de bureau', ""Magasin d'ameublement et de décoration""]"
Shop Enesco France,https://fr.trustpilot.com/review/shop.enesco.fr,4.5,32,['Service e-commerce']
Velo Store ,https://fr.trustpilot.com/review/velo-store.es,4.5,30,['Service e-commerce']
Optimalprint,https://fr.trustpilot.com/review/optimalprint.fr,4.4,36546,"['Graphiste', ""Magasin d'impressions et de signalisation"", 'Magasin de puériculture', 'Prestataire de mariage']"
OfficeEasy,https://fr.trustpilot.com/review/www.officeeasy.fr,4.4,18350,"[""Fournisseur d'équipements de visioconférence"", 'Grossiste en accessoires électroniques', 'Entreprise de télécommunications']"
VistaPrint FR,https://fr.trustpilot.com/review/www.vistaprint.fr,4.4,14338,"[""Magasin d'articles promotionnels"", ""Magasin d'impressions et de signalisation"", 'Graphiste', 'Service e-commerce', ""Service d'impression numérique""]"
Cotton Bird,https://fr.trustpilot.com/review/cottonbird.fr,4.4,8307,"['Prestataire de mariage', ""Service d'impression numérique"", ""Décorateur d'intérieur"", ""Fabricant d'articles de papeterie"", 'Papeterie', ""Service d'impression de cartons d'invitation""]"
eBuyClub,https://fr.trustpilot.com/review/www.ebuyclub.com,4.4,5815,"['Service de marketing affilié', 'Service de remise en espèces', ""Service de coupons d'achat""]"
Widilo.fr Cashback,https://fr.trustpilot.com/review/widilo.fr,4.4,5296,"['Service de remise en espèces', 'Service de marketing affilié', ""Service de coupons d'achat""]"
Legalstart.fr,https://fr.trustpilot.com/review/www.legalstart.fr,4.4,3867,"['Siège social', 'Services juridiques']"
cbdpaschere.com,https://fr.trustpilot.com/review/cbdpaschere.com,4.4,2991,['Agence de marketing en ligne']
Goodies Pub,https://fr.trustpilot.com/review/goodiespub.fr,4.4,2664,"[""Magasin d'articles promotionnels""]"
Le Roi de la Fenêtre,https://fr.trustpilot.com/review/www.leroidelafenetre.fr,4.4,1749,"['Fournisseur de fenêtres PVC', 'Magasin de portes', 'Fenêtre en aluminium', 'Menuiserie', 'Service e-commerce']"
Swile,https://fr.trustpilot.com/review/www.swile.co,4.4,1222,['Service de paiement']
Sensaterra,https://fr.trustpilot.com/review/sensaterra.com,4.4,1123,"['Boutique de boissons non alcoolisées', 'Boutique de café', 'Magasin de thé', 'Service e-commerce', 'Café', 'Café spécialisé dans les boissons expresso']"
Stock Pro,https://fr.trustpilot.com/review/stock-pro.fr,4.4,989,"['Magasin de materiaux de construction', 'Service e-commerce', 'Magasin de matériaux récupérés']"
SeDomicilier,https://fr.trustpilot.com/review/sedomicilier.fr,4.4,820,"['Siège social', 'Service de location de salles de réunion et de conférence', 'Services aux entreprises', 'Services juridiques', ""Service d'administration des entreprises""]"
Clementine.fr - Expert Comptable en ligne,https://fr.trustpilot.com/review/compta-clementine.fr,4.4,625,"[""Cabinet d'expertise comptable"", 'Entreprise de logiciels de comptabilité', 'Expert-comptable', 'Service de paiement et de comptabilité', 'Service de comptabilité', 'Comptable']"
"Le Beau Thé, le sachet de thé personnalisé",https://fr.trustpilot.com/review/www.lebeauthe.com,4.4,590,"['Épicerie fine', 'Fabricant de thé', ""Fournisseur de cadeaux d'entreprise"", 'Magasin de thé', 'Boutique de cadeaux', 'Marchand de thé']"
Eurécia,https://fr.trustpilot.com/review/eurecia.com,4.4,373,"['Services aux entreprises', 'Entreprise de logiciels', 'Consultant en ressources humaines', 'Consultant', 'Fournisseur de logiciels', 'Institut de formation en logiciels']"
LeGrossisteDuCBD.fr®,https://fr.trustpilot.com/review/legrossisteducbd.fr,4.4,353,['Grossiste']
BetweenBox,https://fr.trustpilot.com/review/www.betweenbox.com,4.4,351,['Coursier']
Côté Brico,https://fr.trustpilot.com/review/cotebrico.fr,4.4,325,"['Magasin de bricolage', 'Grossiste en outils', ""Magasin d'outillage"", ""Fournisseur d'outils pneumatiques"", ""Magasin d'équipement et de machines de construction""]"
E-Papier-Peint.com,https://fr.trustpilot.com/review/e-papier-peint.com,4.4,259,"['Magasin de design et de décor intérieur', ""Magasin d'impressions et de signalisation"", 'Magasin de papiers peints']"
fenetre24.com,https://fr.trustpilot.com/review/fenetre24.com,4.4,239,"['Service e-commerce', 'Magasin de portes', 'Fournisseur de fenêtres', 'Magasin de garnitures de portes et fenêtres', 'Fournisseur de portes de garage', 'Fournisseur de fenêtres PVC']"
PictoSigns,https://fr.trustpilot.com/review/pictosigns.com,4.4,230,"[""Magasin d'impressions et de signalisation"", ""Service d'impression de photos"", ""Service d'impression numérique""]"
Newton Offices,https://fr.trustpilot.com/review/newtonoffices.com,4.4,194,"['Service de location de salles de réunion et de conférence', 'Salle de réunion', 'Salle de réception', 'Agence de location de bureaux', 'Espace de coworking', 'Agence de location de grands bureaux']"
Art Kanic,https://fr.trustpilot.com/review/art-kanic.fr,4.4,169,"[""Fabricant d'autocollants""]"
MUz'OH,https://fr.trustpilot.com/review/muz-oh.com,4.4,150,"[""Magasin d'articles pour animaux"", 'Animalerie', ""Magasin d'alimentation animale"", 'Service e-commerce', 'Fabricant de nourriture pour animaux']"
Innovate FR Product Design,https://fr.trustpilot.com/review/www.innovate-design.fr,4.4,128,['Entreprise de conception industrielle']
Formuler Store,https://fr.trustpilot.com/review/formuler-store.com,4.4,114,['Grossiste']
Misterbean,https://fr.trustpilot.com/review/misterbean.fr,4.4,107,"['Boutique de café', 'Café', 'Services aux entreprises']"
QRP France,https://fr.trustpilot.com/review/qrpinternational.fr,4.4,103,"['Services aux entreprises', 'Institution éducative', ""Centre d'entraînement"", 'Centre de formation']"
LEO & UGO ,https://fr.trustpilot.com/review/leoetugo.fr,4.4,77,['Grossiste en vêtements']
MY FARM BASE,https://fr.trustpilot.com/review/myfarmbase.com,4.4,65,"['Ferme', 'Fournisseur de matériel agricole', 'Service e-commerce']"
Surveylama,https://fr.trustpilot.com/review/surveylama.com,4.3,4712,"['Service de marketing Internet', 'Prestataire spécialisé en études de marché', 'Service de marketing affilié', 'Agence de presse et de marketing']"
Vos Consommables,https://fr.trustpilot.com/review/vos-consommables.com,4.3,1633,"[""Fournisseur de cartouches d'encre""]"
Aladom,https://fr.trustpilot.com/review/aladom.fr,4.3,1488,"['Service de ménage', ""Service de recherche d'emploi"", 'Services aux entreprises', 'Aide à domicile', ""Service de garde d'enfants"", 'Service de recrutement']"
Foot Store,https://fr.trustpilot.com/review/foot-store.fr,4.3,889,['Services aux entreprises']
Malt,https://fr.trustpilot.com/review/malt.fr,4.3,824,"['Marché en ligne', 'Service de recrutement', ""Service de recherche d'emploi"", 'Consultant en ressources humaines', 'Agence de consultants commerciaux et informatiques', 'Services aux entreprises']"
Rolléco.fr,https://fr.trustpilot.com/review/www.rolleco.fr,4.3,765,"['Fournisseur de matériel de bureau', ""Fournisseur d'équipement pour usine"", ""Fournisseur d'équipement"", 'Fournisseur de produits en plastique', ""Fournisseur d'équipement pour personnes handicapées"", 'Entreprise de matériel de manutention']"
Dynamips,https://fr.trustpilot.com/review/dynamips.com,4.3,748,"['Consultant en informatique', 'Service de cloud computing', 'Service informatique', ""École d'informatique"", 'Assistance et services informatiques', 'Service de sécurité informatique']"
Vinyle-adhésif - ClicAndDeco,https://fr.trustpilot.com/review/vinyle-adhesif.com,4.3,635,"['Magasin de bannières publicitaires', 'Boutique de loisirs créatifs', ""Magasin d'impressions et de signalisation""]"
RadioKing,https://fr.trustpilot.com/review/radioking.com,4.3,603,"['Station de radio', ""Service d'hébergement de sites web"", 'Service de radiocommunication', 'Entreprise de logiciels', 'Concepteur de sites web']"
GoodBarber,https://fr.trustpilot.com/review/goodbarber.com,4.3,397,"['Fournisseur de solution e-commerce', 'Entreprise de logiciels']"
KNIFY.GG,https://fr.trustpilot.com/review/knify.gg,4.3,345,['Service e-commerce']
Dolaba,https://fr.trustpilot.com/review/dolaba.com,4.3,311,"['Magasin de linge de maison', 'Magasin de meubles', 'Accessoires de meubles', 'Service e-commerce', ""Magasin d'ameublement et de décoration""]"
123Bearing,https://fr.trustpilot.com/review/123bearing.co.uk,4.3,292,"[""Fournisseur d'équipements industriels"", 'Magasin de pièces détachées automobiles', 'Grossiste', 'Service e-commerce', 'Fournisseur de roulements']"
Cbdpurple,https://fr.trustpilot.com/review/cbdpurple.fr,4.3,277,['Agence de marketing en ligne']
Boarding Ring,https://fr.trustpilot.com/review/boardingglasses.com,4.3,268,"['Entreprise pharmaceutique', 'Fabricant de produits optiques', 'Recherche et développement de produits', 'Fabricant de technologies médicales', ""Magasin d'articles de sports""]"
Octogone 3D,https://fr.trustpilot.com/review/octogone3d.com,4.3,104,"[""Magasin d'électronique"", ""Magasin d'imprimantes et de scanners""]"
