nom de l'entreprise,URL,Note,Nombre d'avis,nom_des_categories
CTN France,https://fr.trustpilot.com/review/ctn.fr,4.6,63,"['Vendeur de tissus en gros', 'Magasin de moquette', 'Grossiste', 'Entrepreneur spécialisé dans les revêtements de sol']"
Oxygenserv,https://fr.trustpilot.com/review/oxygenserv.com,4.6,48,"['Service de cloud computing', 'Fournisseur de service de jeux']"
Grain D'Infusion,https://fr.trustpilot.com/review/graindinfusion.fr,4.6,43,"['Torréfacteurs', 'Épicerie', 'Service e-commerce', 'Boutique de café', 'Café', 'Boutique de cadeaux']"
Nesspay,https://fr.trustpilot.com/review/nesspay.co,4.6,36,['Service de paiement']
MY SMOOTHIE,https://fr.trustpilot.com/review/mysmoothie.fr,4.6,31,"['Service e-commerce', ""Magasin d'électroménager""]"
Bureau Vallée,https://fr.trustpilot.com/review/www.bureau-vallee.fr,4.5,77487,"[""Magasin d'impressions et de signalisation""]"
iGraal,https://fr.trustpilot.com/review/igraal.com,4.5,29638,"['Service de cashback', ""Service de coupons d'achat"", 'Service de marketing affilié']"
Cartouchemania,https://fr.trustpilot.com/review/www.cartouchemania.com,4.5,24207,"[""Fournisseur de cartouches d'encre""]"
VistaPrint FR,https://fr.trustpilot.com/review/www.vistaprint.fr,4.5,15935,"['Service e-commerce', ""Service d'impression numérique"", 'Graphiste', ""Magasin d'impressions et de signalisation"", ""Magasin d'articles promotionnels""]"
Ooprint,https://fr.trustpilot.com/review/www.ooprint.fr,4.5,14277,"['Imprimeur', ""Magasin d'impressions et de signalisation"", 'Imprimeur numérique', ""Service d'impression numérique""]"
Cotton Bird,https://fr.trustpilot.com/review/cottonbird.fr,4.5,9063,"['Prestataire de mariage', ""Décorateur d'intérieur"", ""Service d'impression numérique"", ""Service d'impression de cartons d'invitation"", 'Papeterie', ""Fabricant d'articles de papeterie""]"
Cocorico,https://fr.trustpilot.com/review/www.cocorico.store,4.5,7764,"['Service e-commerce', 'Magasin de vêtements', 'Fabricant de produits en tissu', 'Magasin de sous-vêtements']"
COLIBACK,https://fr.trustpilot.com/review/coliback.com,4.5,6441,['Coursier']
Widilo.fr Cashback,https://fr.trustpilot.com/review/widilo.fr,4.5,5936,"['Service de cashback', ""Service de coupons d'achat"", 'Service de marketing affilié']"
Onedirect,https://fr.trustpilot.com/review/www.onedirect.fr,4.5,5795,"[""Fournisseur d'équipements de télécommunications"", 'Grossiste en accessoires électroniques', 'Entreprise de télécommunications', ""Fournisseur d'équipements de visioconférence""]"
MB Tech,https://fr.trustpilot.com/review/www.mbtech.fr,4.5,5360,"[""Magasin d'encadrement"", ""Magasin d'électronique"", 'Magasin de matériel de photographie', ""Fournisseur d'équipement d'impression""]"
Clic and Fit,https://fr.trustpilot.com/review/www.clicandfit.com,4.5,3433,"['Service e-commerce', 'Magasin de vêtements pour femmes']"
Goodies Pub,https://fr.trustpilot.com/review/goodiespub.fr,4.5,2776,"[""Magasin d'articles promotionnels""]"
Les petits Chaperons Rouges,https://fr.trustpilot.com/review/lpcr.fr,4.5,2677,"[""Service de garde d'enfants"", 'Services aux entreprises', 'Crèche']"
Smiirl,https://fr.trustpilot.com/review/smiirl.com,4.5,2349,"['Agence de communication pour les réseaux sociaux', ""Magasin d'articles promotionnels""]"
Clinique De Données,https://fr.trustpilot.com/review/clinique-de-donnees.fr,4.5,1832,['Service de récupération de données']
Cartouchepaschere.com,https://fr.trustpilot.com/review/www.cartouchepaschere.com,4.5,1003,"[""Fournisseur de cartouches d'encre""]"
Editions Legimedia - Convention.fr,https://fr.trustpilot.com/review/convention.fr,4.5,908,['Papeterie']
Name Badges International,https://fr.trustpilot.com/review/namebadgesinternational.fr,4.5,827,"[""Magasin d'articles promotionnels""]"
MonLivreSMS,https://fr.trustpilot.com/review/monlivresms.com,4.5,775,"[""Service d'impression de photos"", 'Éditeur de livre multimédia et électronique', ""Service d'impression numérique""]"
CoffreFortPRO.com,https://fr.trustpilot.com/review/www.coffrefortpro.com,4.5,694,['Magasin de meubles de bureau']
Eminza,https://fr.trustpilot.com/review/eminza.ch,4.5,599,"['Magasin de linge de maison', 'Magasin de décorations de Noël', 'Magasin de meubles pour enfants', ""Magasin d'ameublement d'extérieur"", 'Service e-commerce', ""Magasin d'ameublement et de décoration""]"
NEOVIA Expertise Retraite,https://fr.trustpilot.com/review/neoviaretraite.fr,4.5,540,"['Consultant en pension de retraite', 'Conseiller en gestion des affaires']"
Eurécia,https://fr.trustpilot.com/review/eurecia.com,4.5,389,"['Institut de formation en logiciels', 'Fournisseur de logiciels', 'Consultant en ressources humaines', 'Entreprise de logiciels', 'Services aux entreprises', 'Consultant']"
Côté Brico,https://fr.trustpilot.com/review/cotebrico.fr,4.5,382,"[""Magasin d'équipement et de machines de construction"", ""Fournisseur d'outils pneumatiques"", 'Grossiste en outils', ""Magasin d'outillage"", 'Magasin de bricolage']"
Grossiste France,https://fr.trustpilot.com/review/www.grossistefrance.com,4.5,379,['Grossiste']
Trois Fois Vin,https://fr.trustpilot.com/review/www.troisfoisvin.com,4.5,363,"['Service e-commerce', 'Caviste', 'Magasin de vins et spiritueux', 'Cave à vins']"
Conduit-isole.fr,https://fr.trustpilot.com/review/conduit-isole.fr,4.5,337,"['Entreprise de conception industrielle', 'Service e-commerce', 'Fabricant de cheminée', 'Fournisseur de canalisations']"
rainette,https://fr.trustpilot.com/review/rainette-shop.com,4.5,333,"['Siège social', ""Magasin d'accessoires de vélo"", 'Porte-vélos']"
Hosterfy,https://fr.trustpilot.com/review/hosterfy.com,4.5,330,"['Service de stockage en nuage (cloud storage)', ""Service d'hébergement de sites web"", 'Service de cloud computing', 'Plateforme de collaboration en ligne', 'Fournisseur de service de jeux']"
YOÔ,https://fr.trustpilot.com/review/www.yoo.paris,4.5,278,"['Plateforme de collaboration en ligne', 'Service de marketing affilié', 'Agence de marketing en ligne', 'Service de marketing Internet']"
E-Papier-Peint.com,https://fr.trustpilot.com/review/e-papier-peint.com,4.5,267,"[""Magasin d'impressions et de signalisation"", 'Magasin de design et de décor intérieur', 'Magasin de papiers peints']"
Starify,https://fr.trustpilot.com/review/starify.me,4.5,185,"['Establishement POI', ""Imprimeur d'étiquettes personnalisées"", 'Services aux entreprises']"
Cadres en Mission,https://fr.trustpilot.com/review/www.cadresenmission.com,4.5,180,"['Service de recrutement', 'Services aux entreprises', 'Agence de talents', 'Agence de consultants commerciaux et informatiques', 'Centre de coaching', 'Consultant']"
Art Kanic,https://fr.trustpilot.com/review/art-kanic.fr,4.5,179,"[""Fabricant d'autocollants""]"
Velo Store,https://fr.trustpilot.com/review/velo-store-de.de,4.5,153,['Service e-commerce']
electro-pieces-occase.fr,https://fr.trustpilot.com/review/electro-pieces-occase.fr,4.5,152,"['Magasin de pièces et de composants électroniques détachés', ""Vente d'électroménager en gros""]"
Misterbean,https://fr.trustpilot.com/review/misterbean.fr,4.5,111,"['Café', 'Boutique de café', 'Services aux entreprises']"
CRESH,https://fr.trustpilot.com/review/cresh.eu,4.5,106,"['Service de paiement', 'Grand magasin', 'Service de finances alternatives', 'Fournisseur de logiciels', 'Fournisseur de solution e-commerce', 'Service e-commerce']"
Expedomtom,https://fr.trustpilot.com/review/www.expe-domtom.fr,4.5,104,['Coursier']
Beaurain Distribution,https://fr.trustpilot.com/review/beaurain-distribution.fr,4.5,99,"['Serrurier', 'Service e-commerce', 'Quincaillerie', 'Fournisseur de systèmes de sécurité']"
Portables.ORG,https://fr.trustpilot.com/review/www.portables.org,4.5,97,"['Assistance et services informatiques', ""Magasin d'ordinateur de bureau"", ""Service de réparation d'ordinateurs"", 'Grossiste en ordinateur', 'Ordinateur et accessoires', ""Magasin d'ordinateurs d'occasion""]"
Boxingdays,https://fr.trustpilot.com/review/boxingdays.fr,4.5,81,"[""Boutique d'articles de mode"", ""Magasin d'articles de football"", 'Service e-commerce']"
Rêvenergie,https://fr.trustpilot.com/review/revenergie.fr,4.5,74,"['Magasin de systèmes de climatisation', 'Magasin de matériel électrique', 'Magasin de luminaires', 'Service e-commerce']"
Montessori Jeux Éducation,https://fr.trustpilot.com/review/montessorijeuxeducation.com,4.5,71,['Service e-commerce']
Domaine de la Baume,https://fr.trustpilot.com/review/domaine-labaume.com,4.5,57,"['Service de location de salles de réunion et de conférence', 'Magasin de vins et spiritueux', ""Organisateur d'événements"", 'Exploitation viticole', 'Caviste', 'Vignoble']"
Aliexfantaisies,https://fr.trustpilot.com/review/aliexfantaisies.com,4.5,46,['Vendeur de bijoux en gros']
UBBABIO,https://fr.trustpilot.com/review/ubbabio.com,4.5,38,"['Marchand de légumes', 'Magasin', 'Entreprise de livraison', 'Grossiste de fruits', 'Marché de vente de légumes en gros', 'Supermarché discount']"
Chemin des Marettes,https://fr.trustpilot.com/review/chemindesmarettes.com,4.5,37,"['Magasin de design et de décor intérieur', 'Service de décoration florale', 'Papeterie', ""Artisanat d'art""]"
Eazytraining,https://fr.trustpilot.com/review/eazytraining.fr,4.5,32,"[""École d'informatique"", 'Service de cloud computing']"
CEWE,https://fr.trustpilot.com/review/www.cewe.fr,4.4,64822,"[""Service d'impression de photos"", 'Magasin de matériel de photographie', 'Laboratoire photo', 'Boutique de cadeaux', ""Service d'impression numérique""]"
Optimalprint,https://fr.trustpilot.com/review/optimalprint.fr,4.4,36812,"['Magasin de puériculture', ""Magasin d'impressions et de signalisation"", 'Prestataire de mariage', 'Graphiste']"
OfficeEasy,https://fr.trustpilot.com/review/www.officeeasy.fr,4.4,18711,"['Grossiste en accessoires électroniques', ""Fournisseur d'équipements de visioconférence"", 'Entreprise de télécommunications']"
Legalstart.fr,https://fr.trustpilot.com/review/www.legalstart.fr,4.4,4066,"['Siège social', 'Services juridiques']"
Sisters Republic ,https://fr.trustpilot.com/review/www.sistersrepublic.com,4.4,1950,['Service e-commerce']
Le Roi de la Fenêtre,https://fr.trustpilot.com/review/www.leroidelafenetre.fr,4.4,1752,"['Magasin de portes', 'Fenêtre en aluminium', 'Fournisseur de fenêtres PVC', 'Service e-commerce', 'Menuiserie']"
Vos Consommables,https://fr.trustpilot.com/review/vos-consommables.com,4.4,1654,"[""Fournisseur de cartouches d'encre""]"
Swile,https://fr.trustpilot.com/review/www.swile.co,4.4,1275,['Service de paiement']
Stock Pro,https://fr.trustpilot.com/review/stock-pro.fr,4.4,1021,"['Magasin de matériaux récupérés', 'Service e-commerce', 'Magasin de materiaux de construction']"
Digidom,https://fr.trustpilot.com/review/digidom.pro,4.4,1017,"['Services juridiques', 'Fournisseur de services parajuridiques', 'Services aux entreprises', 'Service de location de boîtes aux lettres', 'Centre de formation', 'Siège social']"
"Joomeo, une marque de Photoweb",https://fr.trustpilot.com/review/joomeo.com,4.4,841,['Service de stockage en nuage (cloud storage)']
Rolléco.fr,https://fr.trustpilot.com/review/www.rolleco.fr,4.4,789,"[""Fournisseur d'équipement"", 'Fournisseur de matériel de bureau', 'Entreprise de matériel de manutention', 'Fournisseur de produits en plastique', ""Fournisseur d'équipement pour personnes handicapées"", ""Fournisseur d'équipement pour usine""]"
"Le Beau Thé, le sachet de thé personnalisé",https://fr.trustpilot.com/review/www.lebeauthe.com,4.4,631,"['Épicerie fine', 'Magasin de thé', 'Marchand de thé', 'Fabricant de thé', 'Boutique de cadeaux', ""Fournisseur de cadeaux d'entreprise""]"
RadioKing,https://fr.trustpilot.com/review/radioking.com,4.4,630,"['Station de radio', 'Service de radiocommunication', 'Concepteur de sites web', 'Entreprise de logiciels', ""Service d'hébergement de sites web""]"
OuiHeberg,https://fr.trustpilot.com/review/www.ouiheberg.com,4.4,557,"['Fournisseur de service de jeux', 'Service de stockage en nuage (cloud storage)', ""Service d'hébergement de sites web""]"
Rivalis,https://fr.trustpilot.com/review/rivalis.fr,4.4,530,"['Services aux entreprises', 'Conseil', 'Consultant', 'Conseiller en gestion des affaires']"
LeGrossisteDuCBD.fr®,https://fr.trustpilot.com/review/legrossisteducbd.fr,4.4,358,['Grossiste']
BetweenBox,https://fr.trustpilot.com/review/www.betweenbox.com,4.4,351,['Coursier']
Cbdpurple,https://fr.trustpilot.com/review/cbdpurple.fr,4.4,324,['Agence de marketing en ligne']
123Bearing,https://fr.trustpilot.com/review/123bearing.co.uk,4.4,306,"[""Fournisseur d'équipements industriels"", 'Grossiste', 'Fournisseur de roulements', 'Service e-commerce', 'Magasin de pièces détachées automobiles']"
Prium - Portage salarial,https://fr.trustpilot.com/review/prium-portage.com,4.4,296,"['Service de recrutement', 'Services juridiques', 'Assistance et services informatiques', 'Conseil', 'Service de comptabilité', 'Consultant']"
Boarding Ring,https://fr.trustpilot.com/review/boardingglasses.com,4.4,272,"['Fabricant de produits optiques', 'Entreprise pharmaceutique', ""Magasin d'articles de sports"", 'Fabricant de technologies médicales', 'Recherche et développement de produits']"
Newton Offices,https://fr.trustpilot.com/review/newtonoffices.com,4.4,204,"['Salle de réunion', 'Espace de coworking', 'Service de location de salles de réunion et de conférence', 'Agence de location de grands bureaux', 'Salle de réception', 'Agence de location de bureaux']"
Chariot-de-courses.com,https://fr.trustpilot.com/review/chariot-de-courses.com,4.4,137,"['Service e-commerce', 'Magasin de fournitures de bureau', ""Magasin d'accessoires de vélo"", 'Magasin de sacs et bagages']"
Box Store,https://fr.trustpilot.com/review/formuler-store.com,4.4,120,['Grossiste']
QRP France,https://fr.trustpilot.com/review/qrpinternational.fr,4.4,110,"['Institution éducative', 'Services aux entreprises', ""Centre d'entraînement"", 'Centre de formation']"
WineSitting,https://fr.trustpilot.com/review/winesitting.com,4.4,88,"['Caviste', 'Service e-commerce', 'Magasin de vins et spiritueux']"
Octopusprint,https://fr.trustpilot.com/review/octopusprint.fr,4.4,84,['Imprimeur numérique']
LEO & UGO ,https://fr.trustpilot.com/review/leoetugo.fr,4.4,78,['Grossiste en vêtements']
MAISON DU COUSSIN,https://fr.trustpilot.com/review/maisonducoussin.fr,4.4,53,"['Magasin de meubles de bureau', ""Artisanat d'art"", ""Magasin d'ameublement et de décoration"", 'Tapissier décorateur']"
Velo Store ,https://fr.trustpilot.com/review/velo-store.es,4.4,48,['Service e-commerce']
Les Sherpas,https://fr.trustpilot.com/review/sherpas.com,4.4,40,"['Conseiller pédagogique', 'Cours', 'Service de soutien scolaire', 'Professeur particulier', 'Institution éducative', 'Fournisseur de cours de langues étrangères']"
L idéal'liste,https://fr.trustpilot.com/review/lidealliste.fr,4.4,38,"['Boutique de cadeaux', 'Magasin de jouets pour enfants', 'Magasin de jouets', 'Magasin de jeux', ""Fournisseur de cadeaux d'entreprise""]"
BIZAY,https://fr.trustpilot.com/review/bizay.fr,4.3,8657,"['Services aux entreprises', ""Service d'impression numérique"", 'Imprimeur']"
eBuyClub,https://fr.trustpilot.com/review/www.ebuyclub.com,4.3,6094,"['Service de marketing affilié', ""Service de coupons d'achat"", 'Service de cashback']"
Surveylama,https://fr.trustpilot.com/review/surveylama.com,4.3,5941,"['Société de presse', 'Agence de presse et de marketing', 'Service de cashback', 'Prestataire spécialisé en études de marché', 'Service de marketing affilié', 'Service de marketing Internet']"
cbdpaschere.com,https://fr.trustpilot.com/review/cbdpaschere.com,4.3,3867,['Agence de marketing en ligne']
Mon-emballage.com,https://fr.trustpilot.com/review/mon-emballage.com,4.3,3456,"['Grossiste', 'Grossiste en vaisselle jetable', ""Magasin d'articles d'emballage""]"
Bernard France,https://fr.trustpilot.com/review/bernard.fr,4.3,1834,"['Fournisseur de vêtements de protection', ""Fournisseur d'équipement de nettoyage et d'entretien"", ""Grossiste en articles d'hygiène"", 'Service e-commerce', 'Grossiste en fournitures de bureau']"
Aladom,https://fr.trustpilot.com/review/aladom.fr,4.3,1496,"[""Service de recherche d'emploi"", 'Service de ménage', 'Services aux entreprises', 'Service de recrutement', 'Aide à domicile', ""Service de garde d'enfants""]"
myposter.fr,https://fr.trustpilot.com/review/www.myposter.fr,4.3,1208,"[""Service d'impression de photos"", 'Imprimeur numérique']"
